,user_id,item_id,behavior_type
187,157550506,984078369,1
188,157550506,985151132,1
189,157550506,986785882,1
190,157550506,987052865,1
191,157550506,987215218,1
192,157550506,987638739,1
193,157550506,988054747,1
194,157550506,988071698,1
195,157550506,989004476,1
196,157550506,990332391,1
197,157550506,991603400,4
198,157550506,992203294,2
199,157550506,994196622,1
200,157550506,995883510,1
201,157550506,996508565,1
202,157550506,997776956,2
203,157550506,1001216970,1
204,157550506,1004085790,1
205,157550506,1004095837,1
206,157550506,1005202579,1
207,157550506,1006618710,1
208,157550506,1007026005,1
209,157550506,1008388103,1
210,157550506,1008766812,1
211,157550506,1015912589,1
212,157550506,1016232908,1
213,157550506,1017269225,1
214,157550506,1018098999,1
215,157550506,1019969380,4
216,157550506,1023802123,1
217,157550506,1024861628,1
218,157550506,1027288868,1
219,157550506,1027769189,1
220,157550506,1032216479,2
221,157550506,1035033393,4
222,157550506,1035227213,1
223,157550506,1040570375,1
224,157550506,1040797134,4
225,157550506,1041234900,8
226,157550506,1042603444,1
227,157550506,1043977291,1
228,157550506,1047499527,1
229,157550506,1052662406,6
230,157550506,1052895327,1
231,157550506,1053748161,1
232,157550506,1057002701,4
233,157550506,1057602115,1
234,157550506,1059455525,1
235,157550506,1065157177,1
236,157550506,1067636866,1
237,157550506,1069311799,1
238,157550506,1069809919,1
239,157550506,1071677778,4
240,157550506,1072206934,1
241,157550506,1075999050,1
242,157550506,1080152572,1
243,157550506,1081648995,4
244,157550506,1082594193,5
245,157550506,1082600077,1
246,157550506,1084372346,3
247,157550506,1089817492,2
248,157550506,1095540152,4
249,157550506,1096538343,5
250,157550506,1097659680,4
251,157550506,1099951969,1
252,157550506,1107868996,1
253,157550506,1110130918,1
254,157550506,1111867205,3
255,157550506,1112013713,1
256,157550506,1113549892,7
257,157550506,1114833090,1
258,157550506,1115832024,1
259,157550506,1116927081,1
260,157550506,1117876875,1
261,157550506,1120710414,5
262,157550506,1122753110,2
263,157550506,1122788178,1
264,157550506,1124171691,1
265,157550506,1124666312,1
266,157550506,1125133693,1
267,157550506,1127214743,1
268,157550506,1130788345,1
269,157550506,1131041801,1
270,157550506,1131434319,1
271,157550506,1132418311,1
272,157550506,1133823373,1
273,157550506,1133887799,1
274,157550506,1135378579,1
275,157550506,1135521226,5
276,157550506,1135524648,1
277,157550506,1137556417,1
278,157550506,1139457722,1
279,157550506,1139494782,1
280,157550506,1140279904,5
281,157550506,1140627033,1
282,157550506,1140735306,14
283,157550506,1141037059,1
284,157550506,1141318928,7
285,157550506,1142465509,1
286,157550506,1142664687,9
287,157550506,1142972338,1
288,157550506,1143894914,1
289,157550506,1143927285,1
290,157550506,1145062158,1
291,157550506,1145104762,1
292,157550506,1146457698,5
293,157550506,1146889497,1
294,157550506,1147226823,1
295,157550506,1147393355,1
296,157550506,1147580881,1
297,157550506,1147586807,1
298,157550506,1147658742,1
299,157550506,1148055945,1
300,157550506,1148073857,1
301,157550506,1148192256,1
302,157550506,1148206238,2
303,157550506,1148330496,1
304,157550506,1148471099,1
305,157550506,1149356274,1
306,157550506,1150022036,1
307,157550506,1150113266,1
308,157550506,1150533961,1
309,157550506,1150549223,1
310,157550506,1150605400,1
311,157550506,1150623713,1
312,157550506,1150652190,1
313,157550506,1151009372,1
314,157550506,1153692835,1
315,157550506,1155447342,2
316,157550506,1156417177,4
317,157550506,1157270391,1
318,157550506,1158058586,1
319,157550506,1158753385,2
320,157550506,1159135297,1
321,157550506,1159232831,1
322,157550506,1159930354,1
323,157550506,1160692347,1
324,157550506,1161263794,1
325,157550506,1162456419,1
326,157550506,1163666525,1
327,157550506,1164303101,2
328,157550506,1165267095,5
329,157550506,1166217030,1
330,157550506,1166922700,1
331,157550506,1166942348,1
332,157550506,1167159005,1
333,157550506,1167462873,1
334,157550506,1168674685,5
335,157550506,1169565139,13
336,157550506,1169682927,1
337,157550506,1169720633,6
338,157550506,1169748908,1
339,157550506,1169852138,2
340,157550506,1170436835,1
341,157550506,1170792632,1
342,157550506,1172040003,2
343,157550506,1172228510,1
344,157550506,1172250892,1
345,157550506,1172420014,1
346,157550506,1172668299,1
347,157550506,1172861566,1
348,157550506,1173397263,1
349,157550506,1174455072,1
350,157550506,1174495071,4
351,157550506,1175039441,2
352,157550506,1175271482,1
353,157550506,1175323994,1
354,157550506,1175746210,1
355,157550506,1175988051,1
356,157550506,1176328175,1
357,157550506,1177390427,1
358,157550506,1177424965,10
359,157550506,1178902317,1
360,157550506,1178969406,1
361,157550506,1179062748,4
362,157550506,1179295747,1
363,157550506,1180258519,1
364,157550506,1180719172,1
365,157550506,1181061858,1
366,157550506,1181415310,1
367,157550506,1182018685,1
368,157550506,1182114193,1
369,157550506,1182219261,4
370,157550506,1182456114,1
371,157550506,1182994002,1
372,157550506,1183118694,1
373,157550506,1184146400,1
374,157550506,1184243756,5
375,157550506,1185034717,1
376,157550506,1185144563,1
377,157550506,1185223630,1
378,157550506,1185287016,1
379,157550506,1185459713,9
380,157550506,1186256886,1
381,157550506,1186981315,1
382,157550506,1187434943,1
383,157550506,1187481126,1
384,157550506,1188884371,1
385,157550506,1189153979,1
386,157550506,1189351719,1
387,157550506,1191339587,4
388,157550506,1191495204,1
389,157550506,1192167727,1
390,157550506,1193440093,1
391,157550506,1193484130,1
392,157550506,1193556141,5
393,157550506,1195076719,1
394,157550506,1195531048,1
395,157550506,1195801011,1
396,157550506,1195812393,1
397,157550506,1195917087,1
398,157550506,1196785269,1
399,157550506,1197589473,1
400,157550506,1197806731,2
401,157550506,1198890466,1
402,157550506,1199073182,1
403,157550506,1200371585,1
404,157550506,1200657626,1
405,157550506,1200891288,3
406,157550506,1200894789,1
407,157550506,1201830181,1
408,157550506,1202497050,1
409,157550506,1202835015,1
410,157550506,1203538633,1
411,157550506,1203642833,1
412,157550506,1204247475,1
413,157550506,1204297236,1
414,157550506,1204427367,2
415,157550506,1205728736,4
416,157550506,1205880861,1
417,157550506,1206889212,3
418,157550506,1206932136,1
419,157550506,1206961535,1
420,157550506,1207489989,1
421,157550506,1207950442,1
422,157550506,1208647986,1
423,157550506,1208689837,1
424,157550506,1208729235,1
425,157550506,1209131043,1
426,157550506,1209213714,1
427,157550506,1209302232,1
428,157550506,1210802307,1
429,157550506,1211808617,2
430,157550506,1212317193,2
431,157550506,1212377473,1
432,157550506,1213019117,1
433,157550506,1215390681,1
434,157550506,1216218284,1
435,157550506,1216733163,5
436,157550506,1216772321,1
437,157550506,1217164336,1
438,157550506,1217248016,1
439,157550506,1218033525,1
440,157550506,1218183628,7
441,157550506,1218769424,1
442,157550506,1219936991,1
443,157550506,1223346587,1
444,157550506,1224155874,2
445,157550506,1224949970,1
446,157550506,1225503863,1
447,157550506,1227256119,1
448,157550506,1229846279,1
449,157550506,1230029459,1
450,157550506,1230261041,1
451,157550506,1231034889,1
452,157550506,1231522774,1
453,157550506,1234411740,1
454,157550506,1235719851,5
455,157550506,1237838773,1
456,157550506,1237991614,1
457,157550506,1239339629,1
458,1016893528,273779915,1
459,1016893528,274116905,1
460,1016893528,274164966,5
461,1016893528,292977948,3
462,1016893528,293255924,1
463,1016893528,293841519,1
464,1016893528,317725506,1
465,1016893528,327058607,1
466,1016893528,330079455,1
467,1016893528,331353385,10
468,1016893528,522835181,1
469,1016893528,563460235,4
470,1016893528,690312095,1
471,1016893528,697077226,1
472,1016893528,697324667,1
473,1016893528,708562068,2
474,1016893528,732533798,1
475,1016893528,812396359,1
476,1016893528,859170669,1
477,1016893528,862242727,1
478,1016893528,867735327,4
479,1016893528,901009759,1
480,1016893528,913443188,1
481,1016893528,937643362,1
482,1016893528,949742775,4
483,1016893528,961802222,1
484,1016893528,968027444,4
485,1016893528,972965569,2
486,1016893528,991258769,9
487,1016893528,992181254,1
488,1016893528,993773092,4
489,1016893528,1015682215,1
490,1016893528,1097765401,1
491,1016893528,1107440939,1
492,1016893528,1138118780,1
493,1016893528,1143117096,1
494,1016893528,1144097304,4
495,1016893528,1144296161,9
496,1016893528,1146460048,1
497,1016893528,1146709137,1
498,1016893528,1159361147,4
499,1016893528,1162829104,4
500,1016893528,1164027881,1
501,1016893528,1166042141,4
502,1016893528,1170252935,1
503,1016893528,1172468607,1
504,1016893528,1173389923,1
505,1016893528,1177778081,4
506,1016893528,1179072553,1
507,1016893528,1182433618,4
508,1016893528,1184865695,1
509,1016893528,1191803566,1
510,1016893528,1192345582,1
511,1016893528,1192792777,1
512,1016893528,1192954684,4
513,1016893528,1195886259,1
514,1016893528,1199575837,1
515,1016893528,1202808527,1
516,1016893528,1204990114,1
517,1016893528,1209339686,1
518,1016893528,1210056183,3
519,1016893528,1213114621,1
520,1016893528,1214511338,4
521,1016893528,1216152482,4
522,1016893528,1216995433,4
523,1016893528,1220260697,4
524,1016893528,1221835361,1
525,1016893528,1223189975,1
526,1016893528,1228619986,4
527,1016893528,1230936956,4
528,1016893528,1232890686,4
529,1016893528,1237921534,1
530,1105686124,138794,1
531,1105686124,138804,1
532,1105686124,7997114,4
533,1105686124,29421071,1
534,1105686124,143797977,1
535,1105686124,143798282,1
536,1105686124,204211659,1
537,1105686124,213171570,1
538,1105686124,213776240,1
539,1105686124,235441696,1
540,1105686124,267332024,1
541,1105686124,267596194,1
542,1105686124,273134777,1
543,1105686124,275386608,1
544,1105686124,277047649,1
545,1105686124,282555886,1
546,1105686124,290828249,9
547,1105686124,300812929,1
548,1105686124,320101406,1
549,1105686124,320155450,1
550,1105686124,321119033,2
551,1105686124,322959048,1
552,1105686124,325162748,1
553,1105686124,330954708,1
554,1105686124,331183100,1
555,1105686124,339049336,1
556,1105686124,344874061,4
557,1105686124,345181272,1
558,1105686124,348088445,1
559,1105686124,466051698,1
560,1105686124,466740159,1
561,1105686124,468338862,1
562,1105686124,528199225,1
563,1105686124,528873116,1
564,1105686124,607663294,1
565,1105686124,689390481,4
566,1105686124,699738943,1
567,1105686124,705281601,1
568,1105686124,709799878,1
569,1105686124,713734953,1
570,1105686124,714096047,1
571,1105686124,714294059,8
572,1105686124,715049088,1
573,1105686124,716384598,1
574,1105686124,720038091,1
575,1105686124,724600755,1
576,1105686124,732310361,2
577,1105686124,809616071,1
578,1105686124,810224094,1
579,1105686124,812566288,1
580,1105686124,817561092,13
581,1105686124,838406281,4
582,1105686124,842511927,6
583,1105686124,843974820,1
584,1105686124,844449803,1
585,1105686124,844915944,1
586,1105686124,846188551,1
587,1105686124,846882195,1
588,1105686124,849491484,6
589,1105686124,850416352,4
590,1105686124,852157448,1
591,1105686124,857886400,1
592,1105686124,858622767,1
593,1105686124,859940701,1
594,1105686124,860960062,1
595,1105686124,861469127,1
596,1105686124,862482849,1
597,1105686124,862724116,1
598,1105686124,864598361,1
599,1105686124,883980446,1
600,1105686124,890422248,1
601,1105686124,902325063,1
602,1105686124,911750082,4
603,1105686124,926717779,1
604,1105686124,927490960,1
605,1105686124,928759091,1
606,1105686124,931901840,1
607,1105686124,931992701,1
608,1105686124,935208597,5
609,1105686124,936160094,1
610,1105686124,941316038,1
611,1105686124,941523043,1
612,1105686124,942654143,1
613,1105686124,943445325,1
614,1105686124,943534853,1
615,1105686124,943871935,1
616,1105686124,946697726,1
617,1105686124,948032466,1
618,1105686124,948226362,1
619,1105686124,953405320,4
620,1105686124,953946433,1
621,1105686124,954385710,1
622,1105686124,954987217,1
623,1105686124,957029842,1
624,1105686124,958014280,4
625,1105686124,959373841,1
626,1105686124,962345464,1
627,1105686124,963073330,1
628,1105686124,964341091,1
629,1105686124,965291549,2
630,1105686124,965674030,1
631,1105686124,971963426,1
632,1105686124,972269502,1
633,1105686124,973014565,1
634,1105686124,973499745,1
635,1105686124,975620494,1
636,1105686124,975922280,4
637,1105686124,975942699,1
638,1105686124,977950700,3
639,1105686124,980944214,1
640,1105686124,982103981,1
641,1105686124,989577693,1
642,1105686124,989651085,1
643,1105686124,989874363,1
644,1105686124,994731671,1
645,1105686124,996123875,1
646,1105686124,997182139,1
647,1105686124,998165784,1
648,1105686124,1001357904,1
649,1105686124,1009702412,1
650,1105686124,1010256539,1
651,1105686124,1011653567,1
652,1105686124,1014042084,1
653,1105686124,1015037998,1
654,1105686124,1017926285,1
655,1105686124,1021459497,4
656,1105686124,1025019457,9
657,1105686124,1029300063,1
658,1105686124,1038482451,4
659,1105686124,1050812200,4
660,1105686124,1052887073,1
661,1105686124,1062500923,4
662,1105686124,1065303133,1
663,1105686124,1065530333,1
664,1105686124,1066618547,1
665,1105686124,1069094973,1
666,1105686124,1079205699,1
667,1105686124,1081757092,4
668,1105686124,1083181372,1
669,1105686124,1091483188,1
670,1105686124,1097142842,4
671,1105686124,1105781108,1
672,1105686124,1108150552,1
673,1105686124,1109888181,1
674,1105686124,1110729494,1
675,1105686124,1117632284,1
676,1105686124,1117961401,1
677,1105686124,1122084962,1
678,1105686124,1127994189,1
679,1105686124,1129944586,1
680,1105686124,1130181354,1
681,1105686124,1141832156,1
682,1105686124,1143293231,1
683,1105686124,1145824056,1
684,1105686124,1146891513,1
685,1105686124,1147038092,1
686,1105686124,1147212051,1
687,1105686124,1147447258,1
688,1105686124,1147527039,1
689,1105686124,1147806941,1
690,1105686124,1148031066,1
691,1105686124,1148115600,1
692,1105686124,1150136615,4
693,1105686124,1150384973,1
694,1105686124,1152188138,1
695,1105686124,1154489005,1
696,1105686124,1155051826,1
697,1105686124,1157752969,1
698,1105686124,1158447566,1
699,1105686124,1159810775,1
700,1105686124,1161329135,1
701,1105686124,1162263758,1
702,1105686124,1163285095,1
703,1105686124,1163715525,1
704,1105686124,1165241921,1
705,1105686124,1167052844,1
706,1105686124,1169622547,1
707,1105686124,1171217566,4
708,1105686124,1171532187,4
709,1105686124,1172207386,1
710,1105686124,1174417204,1
711,1105686124,1176259786,1
712,1105686124,1177672577,10
713,1105686124,1179195484,1
714,1105686124,1179869381,1
715,1105686124,1180144296,1
716,1105686124,1180161358,1
717,1105686124,1180172731,4
718,1105686124,1180605862,1
719,1105686124,1181575507,1
720,1105686124,1181648644,5
721,1105686124,1182407399,1
722,1105686124,1182965770,1
723,1105686124,1183501632,1
724,1105686124,1183609634,1
725,1105686124,1185393308,1
726,1105686124,1185596029,1
727,1105686124,1186839452,1
728,1105686124,1186857005,1
729,1105686124,1187609566,1
730,1105686124,1187631394,1
731,1105686124,1188377280,4
732,1105686124,1188379837,5
733,1105686124,1188416806,1
734,1105686124,1190224394,4
735,1105686124,1190551719,1
736,1105686124,1190852032,1
737,1105686124,1191684009,4
738,1105686124,1192450596,1
739,1105686124,1192464156,1
740,1105686124,1193434340,1
741,1105686124,1194775212,1
742,1105686124,1195787132,1
743,1105686124,1195890738,4
744,1105686124,1195916634,1
745,1105686124,1196516889,2
746,1105686124,1198399554,1
747,1105686124,1199069752,1
748,1105686124,1199619079,1
749,1105686124,1200165680,1
750,1105686124,1200913207,4
751,1105686124,1201623109,4
752,1105686124,1201637244,1
753,1105686124,1202064431,4
754,1105686124,1202085881,1
755,1105686124,1202794357,4
756,1105686124,1202922259,1
757,1105686124,1203500779,1
758,1105686124,1203537893,1
759,1105686124,1203545712,1
760,1105686124,1204147761,1
761,1105686124,1204452606,1
762,1105686124,1205341473,1
763,1105686124,1205378478,1
764,1105686124,1206896993,4
765,1105686124,1206925708,4
766,1105686124,1208049023,4
767,1105686124,1208294354,1
768,1105686124,1209322351,1
769,1105686124,1210297252,1
770,1105686124,1210845054,1
771,1105686124,1211477297,1
772,1105686124,1212256271,1
773,1105686124,1212690820,1
774,1105686124,1213053011,4
775,1105686124,1213103406,10
776,1105686124,1213108047,1
777,1105686124,1213883758,4
778,1105686124,1214196301,1
779,1105686124,1214409083,1
780,1105686124,1214686359,1
781,1105686124,1214698753,1
782,1105686124,1214895157,4
783,1105686124,1216228481,1
784,1105686124,1217086459,1
785,1105686124,1217391444,1
786,1105686124,1218399201,1
787,1105686124,1219214063,1
788,1105686124,1219646494,4
789,1105686124,1221063673,4
790,1105686124,1222426734,1
791,1105686124,1222592313,1
792,1105686124,1223223717,1
793,1105686124,1223367150,1
794,1105686124,1225105937,9
795,1105686124,1226313636,1
796,1105686124,1226632504,4
797,1105686124,1227167726,1
798,1105686124,1227334894,1
799,1105686124,1227950443,1
800,1105686124,1228131849,4
801,1105686124,1228867995,4
802,1105686124,1229425810,1
803,1105686124,1231515640,1
804,1105686124,1231798008,1
805,1105686124,1232480543,1
806,1105686124,1232890618,1
807,1105686124,1233895769,1
808,1105686124,1235201866,1
809,1105686124,1236432376,1
810,1105686124,1236512892,4
811,1105686124,1239215314,4
812,1105686124,1239351078,1
813,1105686124,1239995656,4
814,1105686124,1240118790,4
815,1105686124,1240697521,1
816,1105686124,1241046752,1
817,1105686124,1242749617,1
818,1105686124,1243645428,13
819,1105686124,1257317650,5
820,1126224953,304370848,4
821,1126224953,345535009,1
822,1126224953,471431991,1
823,1126224953,688164586,1
824,1126224953,689152546,4
825,1126224953,693599046,7
826,1126224953,697217545,1
827,1126224953,713364210,1
828,1126224953,835807124,1
829,1126224953,848114701,1
830,1126224953,852325733,1
831,1126224953,853664443,1
832,1126224953,855969145,1
833,1126224953,900645798,1
834,1126224953,906743606,1
835,1126224953,918092730,1
836,1126224953,928546027,4
837,1126224953,929164154,1
838,1126224953,934017178,1
839,1126224953,945831517,1
840,1126224953,946656650,5
841,1126224953,949368225,1
842,1126224953,955474103,1
843,1126224953,956738088,1
844,1126224953,957899608,1
845,1126224953,958175795,1
846,1126224953,962887588,1
847,1126224953,964181140,5
848,1126224953,965881933,1
849,1126224953,966195369,4
850,1126224953,966497998,1
851,1126224953,967447056,4
852,1126224953,968690186,1
853,1126224953,971678627,4
854,1126224953,972938245,1
855,1126224953,975183461,1
856,1126224953,976451441,11
857,1126224953,979360752,5
858,1126224953,980749014,1
859,1126224953,982265530,1
860,1126224953,982676856,1
861,1126224953,988392425,3
862,1126224953,988406094,1
863,1126224953,990813806,1
864,1126224953,994747308,1
865,1126224953,995273399,1
866,1126224953,996239546,1
867,1126224953,1027523822,10
868,1126224953,1038317714,1
869,1126224953,1050574175,1
870,1126224953,1052818153,4
871,1126224953,1064507222,1
872,1126224953,1067020861,10
873,1126224953,1102354536,1
874,1126224953,1115644383,4
875,1126224953,1117650604,4
876,1126224953,1121926648,1
877,1126224953,1127852092,1
878,1126224953,1139075444,2
879,1126224953,1141065272,1
880,1126224953,1143210520,1
881,1126224953,1144939298,1
882,1126224953,1144958268,1
883,1126224953,1145304262,4
884,1126224953,1145690661,1
885,1126224953,1146787351,4
886,1126224953,1149444411,1
887,1126224953,1153439375,5
888,1126224953,1155798701,1
889,1126224953,1156130169,1
890,1126224953,1157407560,1
891,1126224953,1157423183,1
892,1126224953,1160674840,1
893,1126224953,1163550669,5
894,1126224953,1166411796,1
895,1126224953,1166716006,1
896,1126224953,1168727546,10
897,1126224953,1169085930,1
898,1126224953,1169384873,4
899,1126224953,1169976965,1
900,1126224953,1170424352,4
901,1126224953,1170923739,1
902,1126224953,1171867828,1
903,1126224953,1172925726,1
904,1126224953,1173150886,1
905,1126224953,1176093780,1
906,1126224953,1177548546,4
907,1126224953,1178054504,1
908,1126224953,1179188068,1
909,1126224953,1179207279,1
910,1126224953,1179241712,1
911,1126224953,1181877902,1
912,1126224953,1181998286,5
913,1126224953,1183772139,1
914,1126224953,1185114160,1
915,1126224953,1187352857,1
916,1126224953,1187406058,1
917,1126224953,1188156652,1
918,1126224953,1188673978,4
919,1126224953,1189141422,4
920,1126224953,1189999517,5
921,1126224953,1190319397,1
922,1126224953,1190327626,5
923,1126224953,1192792157,1
924,1126224953,1193239393,1
925,1126224953,1193444524,4
926,1126224953,1194669914,1
927,1126224953,1194912340,2
928,1126224953,1195506213,1
929,1126224953,1196683023,2
930,1126224953,1197383238,1
931,1126224953,1197397213,1
932,1126224953,1198047395,1
933,1126224953,1198049181,4
934,1126224953,1198393725,1
935,1126224953,1198458710,1
936,1126224953,1198951384,4
937,1126224953,1199061752,1
938,1126224953,1199485641,1
939,1126224953,1199499076,1
940,1126224953,1199500376,1
941,1126224953,1199518608,1
942,1126224953,1199528874,5
943,1126224953,1200325804,1
944,1126224953,1200564300,2
945,1126224953,1202822334,1
946,1126224953,1202846144,1
947,1126224953,1202965292,1
948,1126224953,1203437428,5
949,1126224953,1203467625,1
950,1126224953,1205362415,1
951,1126224953,1205371584,1
952,1126224953,1206025429,1
953,1126224953,1206092934,1
954,1126224953,1208290838,1
955,1126224953,1208551751,1
956,1126224953,1208625970,1
957,1126224953,1208693330,6
958,1126224953,1209932656,5
959,1126224953,1210195725,1
960,1126224953,1210374903,1
961,1126224953,1210432426,1
962,1126224953,1212258709,1
963,1126224953,1213119056,4
964,1126224953,1214220184,4
965,1126224953,1214555348,4
966,1126224953,1214987788,1
967,1126224953,1215419182,5
968,1126224953,1216359106,1
969,1126224953,1216905109,1
970,1126224953,1216947179,1
971,1126224953,1217682596,1
972,1126224953,1218155733,1
973,1126224953,1219015627,1
974,1126224953,1220294150,1
975,1126224953,1220792371,1
976,1126224953,1221821459,1
977,1126224953,1222497756,4
978,1126224953,1222499067,1
979,1126224953,1222591045,1
980,1126224953,1223247707,1
981,1126224953,1223691856,5
982,1126224953,1223758496,1
983,1126224953,1224122622,5
984,1126224953,1224262554,1
985,1126224953,1225681185,6
986,1126224953,1225911310,1
987,1126224953,1226625890,6
988,1126224953,1226973115,5
989,1126224953,1227309110,1
990,1126224953,1228827848,1
991,1126224953,1229778977,1
992,1126224953,1229802384,1
993,1126224953,1229810963,1
994,1126224953,1229846874,1
995,1126224953,1230950057,1
996,1126224953,1231034120,1
997,1126224953,1232645398,1
998,1126224953,1233928190,1
999,1126224953,1235247227,1
1000,1126224953,1235722479,1
1001,1126224953,1236990031,1
1002,1126224953,1236994505,1
1003,1126224953,1237007145,1
1004,1126224953,1237168081,1
1005,1126224953,1238170446,1
1006,1126224953,1238920579,1
1007,1126224953,1239166236,1
1008,1126224953,1239277015,1
1009,1126224953,1239973812,1
1010,1126224953,1239993623,2
1011,1126224953,1240125583,4
1012,1126224953,1240157284,1
1013,1126224953,1240209419,1
1014,1126224953,1241113047,1
1015,1126224953,1243025401,1
1016,1126224953,1243628215,1
1017,1126224953,1247027663,4
1018,1137123113,129570801,3
1019,1137123113,130160115,1
1020,1137123113,135247206,2
1021,1137123113,139044817,4
1022,1137123113,139177022,1
1023,1137123113,140938379,1
1024,1137123113,204838363,1
1025,1137123113,207470788,1
1026,1137123113,208731315,1
1027,1137123113,210635611,1
1028,1137123113,215305047,2
1029,1137123113,235913942,3
1030,1137123113,236469187,3
1031,1137123113,249532082,1
1032,1137123113,266479049,1
1033,1137123113,268805774,4
1034,1137123113,272765162,3
1035,1137123113,275912105,1
1036,1137123113,279654603,1
1037,1137123113,280044673,1
1038,1137123113,285919539,1
1039,1137123113,286838532,1
1040,1137123113,287091045,1
1041,1137123113,287775776,4
1042,1137123113,290828249,3
1043,1137123113,300108162,1
1044,1137123113,304641390,2
1045,1137123113,315785013,1
1046,1137123113,321466306,1
1047,1137123113,328840332,1
1048,1137123113,329056775,3
1049,1137123113,329590473,3
1050,1137123113,333834753,3
1051,1137123113,344515893,5
1052,1137123113,346994818,1
1053,1137123113,347744891,1
1054,1137123113,348058210,1
1055,1137123113,349271141,1
1056,1137123113,350450258,1
1057,1137123113,382993042,6
