1732489884	M	[25,29]		10	4597.4	1,4,8,2
1732549814	M	[25,29]		10	5295.8	1,6,5,2
1774862950	F	[25,29]			4912	1,4,5
1856971629	M	[30,34]		9	6228.8	3,2
1885593804	F	[25,29]		9	4366.3	1,4,2
1897771225	F	[25,29]			6399.5	1,6,4,5,2
1902731714	F	[25,29]	2	10	5395.8	1,6,4,2
1960294305	F	[25,29]		9	8827.7	7
2022654051	F	[35,39]		9	7714.7	1,6,4,2
2069280192	F	[30,34]		2	6143.6	1,6,4,8,5,2
2079391955	F	[25,29]		9	5724	1,4
2179726770	F	[35,39]			6294	1,6,4,5,2
1957760289	F	[40,44]		10	7579.5	7,2
1961213386	F	[35,39]			4828.8	1,6,4,5
2073226840	M	[25,29]		2	5615.3	1,6,4
2080411416	F	[18,24]		10	3284.8	1,4,2
2082094426	F	[25,29]		10	5323.2	1,6,4,2
2085585154	F	[18,24]	3		6392	7
2244046094	F	[25,29]	3	9	7697.1	1,6,4,5
2262266231	F	[18,24]	3	1	5723.4	3
2296997223	F	[18,24]	2	10	4749.5	1,6,2
2314655637	M	[30,34]		9	7889.1	3,2
2354006242	F	[18,24]		9	3577	1,4,2
2451191912	F	[25,29]		9	6340.2	1,4
2460149284	F	[25,29]		9	6064.9	1,4,8,2
2460152809	F	[50,54]			5526.3	7
2559750501	F	[25,29]		9	2925	3
2564641495	F	[30,34]		9	5399.7	1,6,4,5,2
2581651119	M	[45,49]			8015.3	1,8,5,2
2671201780	F	[18,24]		10	3842.7	1,8
2673053938	F	[18,24]	3	1	4697	3
2687097481	M	[40,44]			7441.1	
2776777278	F	[18,24]	3	2	6216.2	3
2782715369	F	[18,24]		7	3545.3	3
2791237002	M	[30,34]		9	5691.3	1,6,4,5,2
2813818426	F	[45,49]			7138.3	1
2813938593	F	[25,29]			4826.7	1,6,4,5,2,10
2885366453	F	[18,24]	3		5047.6	3
2905334951	F	[18,24]		2	4723.5	9
2926660198	F	[18,24]		9	4659.5	7
2929591819	M	[45,49]		2	6235.7	1,2
3088898961	F	[45,49]			6926.8	1
3173546935	M	[18,24]			2777.2	9
3252668022	F	[45,49]		2	5961.8	1,4
187458210	F	[30,34]		8	8712.1	1,6,4,5
267227616	F	[35,39]		9	9448.3	1,6,4
356240994	F	[30,34]		9	7001.4	1,6,4,8,5,2
395568395	F	[30,34]		10	6838.7	1,4,5
423019604	M	[25,29]		9	9961.2	1,4,8,5,2
439583584	F	[45,49]		9	7521.1	1,2
646259104	F	[55,59]			7937.1	1,6,4,2
690093337	M	[30,34]		1	6251.4	1,6,4,5,2
697182054	F	[30,34]		9	5268.1	1,6,4,8,5,2
719811117	F	[35,39]			7859.6	1,4,5
776923017	F	[30,34]	4	6	4771.7	3,5
818750018	M	[25,29]			4935.6	1,6,4,8,2
829233779	F	[25,29]	4	9	13169	1,5
918357388	F	[50,54]			7974.6	1,6,4,5,2
928032206	F	[25,29]		9	5030.5	1,4,8,2
1025338636	F	[25,29]			5147.2	3
2763940601	M	[18,24]			4773.8	3,2
2808111858	F	[18,24]			3159.8	1,4,2
2912519313	F	[40,44]			8806.9	1,4,2
2933728992	F	[18,24]		10	3453	7
2946535120	F	[1,17]			2748.1	9
2991895064	F	[30,34]		10	5945.3	1,4
32256717	F	[40,44]		3	8556.9	1,5,2
56947216	F	[35,39]		10	6797.3	1,4,8,5,2
84170749	M	[30,34]		9	7776.3	1,6,4,5,2
396532938	F	[30,34]		9	5286.9	9,10
435252799	F	[40,44]		8	7691.8	1,4,2
511016334	F	[30,34]		9	8516.7	1,4,5,2
648258609	M	[55,59]		9	7441.6	1,6,4,2
666549977	F	[30,34]		2	9264.5	1,4,8,5,2
675876169	M	[45,49]			7250.9	9
825702196	M	[35,39]		10	7992.3	1,4,5,2
841101505	F	[25,29]		8	9175.5	1,6,8,5,2
918198297	F	[18,24]	3	1	4846.9	7,6,2
919682867	F	[25,29]	2	10	5084.3	1,2
919793254	F	[25,29]	3	9	10102.4	7,6,2,10
1023173609	F	[30,34]		9	5476.1	1,4,2
41615352	F	[35,39]		9	8025.2	1,6,4,5,2,10
61853441	F	[30,34]	2	10	9135.3	1,6,4,5,2
115074083	M	[50,54]			9693.3	1,5,2
124081827	F	[30,34]		9	8393.2	1,4,2
292440908	M	[30,34]		9	7276.5	7,5
353519583	F	[30,34]	3	2	9908.1	1,5
410715045	F	[45,49]		9	9691.9	1,5
477086878	F	[30,34]		9	7326.8	1,6,4,5,2
480964304	M	>=60			7919.4	1,2
497152421	F	[30,34]			6045.6	1,4,2
576556856	F	[40,44]			8369.5	1,4,2
643205908	M	[50,54]		9	9639.1	1,5,2
732746056	M	[45,49]		9	9947.8	1,8,2
735460262	F	[25,29]		10	6230.6	1,6,4,5,2,10
760463128	F	[35,39]		10	8627.4	1,8,5,2
790246081	F	[30,34]		9	6153	1,4,5,2
792579598	F	[35,39]			7495.1	1,4,5,2
885644801	F	[30,34]		9	6267.9	1,6,4,8,5
911542293	F	[25,29]	3	7	8266.3	1,6,4,5
1042268457	F	[25,29]		2	4698.7	1,4,2
1941922286	M	[35,39]		2	9621.9	1,6,2
2070435332	F	[35,39]			7486.8	1,4,5,2
2120261825	M	[18,24]		10	4880	3,2
2126284891	F	[18,24]	3		4788.7	1,4,8,2
2130711560	F	[25,29]		9	4377.4	1,4,5,2,10
2281881399	F	[18,24]	3	1	4889.3	7,6
2322228307	F	[30,34]		9	5994.4	1,6,4,8,5,2
2421684894	F	[25,29]		7	6203.6	1,6,4
2474280967	M	[25,29]		2	5182	3,5,2
2474703603	F	[18,24]		9	5119.4	7
2488228139	F	[18,24]		9	5321.1	1,6,4,8,2
2493325397	F	[30,34]			5288.7	1,4,2
1916535340	F	[30,34]		9	7198.9	1,6,4,5,2
1954818632	F	[35,39]		3	6518.6	1,4
2028407737	M	[45,49]		10	9037	1,2
2120556692	F	[40,44]		8	8358.3	5,10
2238748340	F	[18,24]	4	1	6308.8	1,6,4,8
2267277341	M	[18,24]	3	5	5593.8	9
2298730349	F	[18,24]		9	5381	1,6,4,2
2310105751	F	[35,39]			6520.2	1,4,5,2
2355996918	F	[18,24]	3	10	4882.7	1,6,4,2
52572621	F	[35,39]	3	9	11775.7	1,4,5
70156252	F	[35,39]			7882.3	1,6,4,8,5,2
126158758	F	[30,34]	3	3	9368.7	1,4,8,2
132091961	F	[35,39]		2	9047.5	1,6,4,8,5,2
209991565	F	[30,34]		9	8011.2	1,6,4,5,2
276271967	F	[18,24]	4	7	4822.3	7,2
281520906	F	[30,34]			6947	1,4,8,5,2
345951722	M	[25,29]		9	5402	1,4,5,2
386387479	F	[30,34]		9	5549.3	1,6,4,5,2
584958013	F	[25,29]			5871	1,6,4,2
673046286	F	[30,34]		3	9993.8	1,4
752064173	M	[25,29]			6447.7	1,6,4,2
769076474	M	[35,39]		7	9130	1,4,5,2
790118890	F	[35,39]			7833.2	1,4,5,2
840258559	F	[35,39]		9	10811.7	3
917942736	F	[30,34]		2	6269.3	1,6,4
1014684724	F	[25,29]		9	4718.7	1,6,4,8,5,2
1015643313	F	[30,34]			5541.6	1,4,5,2
1016814094	M	[18,24]			5272.5	1,2
1936870298	F	[25,29]		10	3690.3	1,4,5,2
1944307753	M	[45,49]		9	8242.7	1,6,8,2
1981472638	M	[25,29]		9	7391.8	1,6,4,2
2067540987	F	[18,24]		9	4987.8	1,6,2
2069327392	F	[25,29]		10	3944.1	1,6,4,5,2
2130812844	F	[30,34]		7	5494	1,6,4,8,5,2
2173159122	M	[35,39]		10	5765.6	1,6,4
2196282627	F	[18,24]		5	5131.2	1,4,2
2233628347	F	[18,24]	3	9	10258.8	1,6,4
2239748975	F	[25,29]			4041.8	1,6,4
2277296259	F	[45,49]			7158.5	1,2
2320971820	M	[18,24]	3	2	6639.5	7,2
2330666196	F	[40,44]			6846.9	1,4,2
2346703326	M	[40,44]		7	8175	1,4,5
2511729191	F	[25,29]		9	4867.9	7,5,2
2583814602	F	[45,49]			6536.6	1,4
2594766902	F	[18,24]	3	1	4768.5	9
2667878562	M	[18,24]	3	1	4762.2	3
2706762468	F	[18,24]	2	1	4351.8	7
2868521309	F	[30,34]			4719.3	1,4
17502732	F	[35,39]		7	7913	1,4,5,2
123169146	M	[25,29]	4	10	7505.4	1,5,2
223673867	M	[30,34]		7	7716.5	1,6,4,8,2
367711516	F	[55,59]		3	7653.3	1,8,5,2
367890367	F	[30,34]		9	6426.9	1,6,4,2
708450090	F	[45,49]		9	7511.4	1,5,2
729694536	F	[18,24]	2		5579.7	7,6,8
748220289	F	[25,29]		9	8253.6	1,6,4,2
769888314	M	[30,34]		9	5709.3	1,6,4,8,5,2
791279043	F	[30,34]		10	4732.1	1,6,4,8,2
804670308	F	[30,34]		2	6808.5	1,6,4
1045084438	F	[25,29]		9	4923.8	7,2
2620293350	F	[25,29]		7	4133.6	1,6,4,2
2682423281	F	[18,24]	2		4535.2	9
2712911179	M	>=60		10	6482	1,6,4,2
2838762608	F	[18,24]		10	3790.7	3
2873441317	F	[25,29]		10	5117.2	1,6,4,5
2939213087	F	[35,39]			5628.5	1,4,2
2940338767	F	[18,24]	3	1	4854.9	9,6,2
2951856234	M	[18,24]			3307.2	
2977996701	F	[30,34]		4	5884.3	1,4,2
3149077664	M	[45,49]		9	8278.2	1,4,8,5,2
1944390502	F	[35,39]		2	6008.2	1,6,4,2
2009580931	F	[45,49]		10	9741.7	1,4
2064647058	F	[30,34]			4625.4	1,4
2085487583	F	[25,29]	3	9	6104.2	1,6,4,5,2
2091400990	M	[25,29]		9	7210	1,8,5,2
2102372419	F	[25,29]			4629.3	1,4,8,5,2
2251916060	F	[18,24]	3	1	5092.8	3,6
2290007659	F	[30,34]		10	6627.1	1,4,5,2
2448202262	F	[18,24]	3	1	4703.9	1
71924339	F	[30,34]		9	7935.5	1,4,5,2
80253782	M	[30,34]		9	8037.4	3,2
108573867	F	[25,29]		5	6279.5	1,5
114082382	M	[40,44]		9	8091.4	1,4,5,2
134117361	M	[50,54]			7637	1,4,8,2
214547681	F	[30,34]	3	3	7196.6	1,6,4,2
322052115	F	[40,44]			8141.3	1,8,2
369229077	F	[30,34]			10208.6	1,4,5,2
436154021	F	[45,49]		10	7875.6	1,6,4,5,2
602855150	M	[25,29]	3	9	7728.3	7
648270509	F	[45,49]		10	8293.4	1,4,8,5,2
661675146	F	[35,39]		9	6617.4	1,5,2,10
665502060	F	[25,29]	3	8	7289.7	1,6,4,8,5,2
669284120	F	[25,29]	3	10	5719.5	1,6,4,5,2
679837046	M	[45,49]		10	8839.4	1,8,5,2
719472537	F	[30,34]		3	5416.5	1,4
758255951	M	[25,29]	4	9	6752.5	7,2
806856978	M	[30,34]		5	5394.7	
812575623	F	[45,49]		9	8008.9	1
835973302	F	[25,29]		7	5368.4	1,4,2
850921423	F	[18,24]			2442.5	3
854254762	M	[25,29]		9	5221.6	1,6,4,5,2
871703929	F	[30,34]			5882.3	1,6,4,5,2
1018678599	F	[30,34]		10	7117	1,4
3369393648	F	[18,24]	3	1	4357.2	9
3456345378	F	[18,24]	3	1	4871.7	9
3683406841	M	[40,44]			7552.5	1,4,8
3781407718	M	[50,54]		2	7251.3	
3844485541	F	[25,29]		2	4315.7	1,6,4
3868500114	F	[35,39]			6764.8	1,4,2
3087465913	F	[50,54]		9	5574.7	1
3165027195	M	>=60			6552	
3171659484	M	[45,49]		10	8165.7	1,5
3245339616	F	[55,59]				
3476866108	F	[50,54]			6907.3	1,6,4,2,10
2300762699	F	[35,39]		9	7085.1	
2418111441	F	[25,29]		10	5608.9	1,6,4,5,2
2442463164	M	[25,29]		10	5252.9	1,6,4,5,2
2468442796	F	[18,24]	2	1	4628	7,2
2469072348	M	[45,49]			7683.7	1,5,2
2522714817	F	[30,34]		10	4808.7	1,6,4,2
24288815	M	[40,44]		9	9231.7	1,8,5,2
84546413	F	[40,44]		10	5222.9	1,4,5,2
86763309	M	[35,39]		9	8554.4	1,6,4,8,2
119589408	F	[30,34]	3	8	6764.1	1,4,2
293320934	F	[45,49]		8	9629.3	9,2
327376690	F	[35,39]		5	7892.6	1,4,8,5,2
361254747	F	[35,39]		9	6401.9	1,4,2,10
412001470	M	[30,34]		9	11106.6	1,4,2
626691640	F	[35,39]		9	7034.2	1,4,5,2
635333560	F	[25,29]		9	5403.6	7,2
669214360	M	[18,24]	2		5816.4	3,2
716071086	M	[40,44]		9	6782.9	1,6,4,5,2
727822960	F	[30,34]			8701.5	1,6,4,5,2
729179180	F	[25,29]	2	5	6286.4	1,4,5,2
791117841	F	[35,39]		2	7591.7	1,4,2
822413612	F	[25,29]		9	7879.2	1,6,4,8,5,2
872753040	F	[40,44]			9033.4	1
892246177	M	[25,29]		9	5138.7	1,6,4,2,10
893745378	M	[45,49]		9	7345.4	1,4,5
1019489329	F	[25,29]	2	9	4059.4	1,6,4,5
1029524334	F	[25,29]	3		7756.6	1,6,2
1033254560	F	[25,29]		3	5181.1	1,6,4,5,2
120822226	F	[30,34]		9	7787.6	1,6,4,2
168624202	M	[25,29]	3	8	6611.6	1,6,4,5,2
181462108	M	[35,39]		9	6197.8	1,6,4,2
254864085	F	[30,34]			5703.7	1,2
258971059	F	[30,34]		5	7058.4	1,6,4,2
278321205	F	[25,29]			3891.1	1,2
309224410	F	[30,34]	3	9	10932.6	1,6,4,5,2
391596652	F	[18,24]			4379.5	3
460829407	M	[30,34]		2	7127.9	1,6,4,8,5,2
476814516	F	[25,29]	3	9	11837.8	1,6,4
506517043	F	[30,34]			5284.2	1,6,4,8,5,2
519044823	M	[30,34]		9	10115.5	1,6,4,8,5
654280821	F	[30,34]		9	7227.7	1,6,4,2,10
660345152	M	[25,29]		9	6328.3	7,8,2
714821605	F	[50,54]		3	7734.6	
757522283	F	[25,29]	3	9	9507.2	1
763647155	F	[30,34]			5044	1,6,4,5,2
776616744	F	[40,44]		9	6781.3	1,4,2
786748376	F	[30,34]		9	5030.4	1,6,4,8,5,2
791385523	F	[30,34]		4	5697.3	1,6,8,5,2
848735548	F	[35,39]		10	6728.7	1,6,4,5
886279393	F	[30,34]		9	8298.3	1,6,4
2544206169	M	[18,24]		9	4945	3
2588009109	F	[18,24]		10	4407.1	7
2632549940	F	[18,24]		7	4867.4	7,2
2634092852	F	[40,44]		9	6725.5	8
2640988768	F	[40,44]		10	8614.3	1,4,8,5,10
2649605290	F	[18,24]	3		5554.9	3,2
2671095427	F	[18,24]	3		4866.9	7
2673943629	F	[18,24]	2	1	4583.8	3
2678024812	M	[45,49]		2	6365.5	1
2693040059	F	[18,24]		7	4284.7	1,4
2766903154	M	[25,29]		10	5068.4	1,6,4,5
2857965467	F	[25,29]		10	4924	3
2900507169	F	[18,24]	2		4898.3	1,4
26343344	F	[35,39]		9	8222.4	1,4
137182422	F	[30,34]		3	10432.7	1,6,4,8,5,2
140614242	F	[35,39]		9	8385	1,6,4,8,5,2
195645839	F	[35,39]		9	7929.9	1,4,5,2
345564172	F	[40,44]		9	6237.2	1,4,5,2
397573568	F	[30,34]	3	10	7556.2	1,6,4,2
450266332	F	[25,29]		9	5954.3	1,6,4,5,2
573733642	F	>=60			5423	1
654493603	M	[25,29]		8	5751.6	1,6,4,2
684631972	F	[35,39]		8	8939.5	1,4,2
770634661	F	[45,49]			5214.5	7
790999071	F	[30,34]	3	9	8016.8	1,6,4,8,5,2
906694646	F	[25,29]	3	2	8988.7	1,6,4,2
2993276993	F	[30,34]			6024.9	7,4
2552720572	F	[18,24]		9	4569.9	1,4
2581007679	F	[35,39]		9	7904.4	1,6,4,8,5,2
2612301668	F	[45,49]			8372	1,6,8,5,2
2613892877	F	[30,34]		10	6957.3	1,6,4
2671885555	F	[18,24]		1	4281.7	1,6,4
2679602903	F	[18,24]		2	4009.9	1,6,4
2704660619	M	[35,39]		9	8168	7,2
2778925065	F	[25,29]		10	5066.2	7,2
2851058123	M	[45,49]			7142.9	1,2
2874546165	M	[35,39]		3	8743.8	1,6,4,2
2573934938	F	[45,49]		2	7536.7	1,6,4,8,5
2595706401	F	[18,24]		9	3825.4	7
2668564388	M	[25,29]		10	5220.1	7,2
2694285055	F	[25,29]		10	4297.8	7,2
2711771507	M	[1,17]		2	5494.1	
2815125498	F	[18,24]		7	4500.6	1,2
2871043667	F	[55,59]		2	8650.9	1
2878807891	F	[25,29]		9	4669.4	1,6,4,2
1055209626	F	[25,29]	3	9	6484	1,5,2
1084261956	M	[30,34]	4	10	6826.8	1,4,8,5,2
1088687827	M	[25,29]		9	5070.7	1,6,4,5,2
1098998392	F	[50,54]			5562.2	1,4,8,5
1593146591	F	[25,29]	3	2	7151.2	1,4,2,10
1645682610	M	[30,34]		10	6361.1	1,6,4,5,2
1647837803	M	[18,24]		9	5104.6	3,2
1707097165	F	[40,44]			7236.6	1,6,4,5,2
1754665408	F	[18,24]		10	2859.2	3
1792852940	F	[18,24]	2	9	5565.4	3,2
1828240165	M	[18,24]	3	8	5956.7	7
1990729223	F	[18,24]	2	10	5501.6	1,6,4,8,2
2084666179	F	[30,34]		10	5198.7	1,6,4
2182176930	F	[40,44]		9	9362.5	1,4,5,2
2238319179	F	[45,49]		9	8156.7	1,5
2928223018	M	[25,29]		10	5074.5	3,2
2958320921	F	[30,34]			5414.7	1,4,2
2968618368	F	[18,24]	3	1	5564.6	7,2
3041284794	F	[35,39]			6914.5	1,4
3123069676	F	[50,54]		10	6972.5	1,2
3157770076	F	[50,54]			7217.1	1,6,4
3389950055	F	[35,39]			6360.4	1,6,4
3406252106	F	[18,24]	3		4888.8	9,2
3448677651	M	[50,54]			8052.8	1,8,5,2
3466192335	F	[55,59]			6719.6	1
3485564353	F	[18,24]	3	1	3786	9
3509014263	F	[18,24]		5	4040.6	7
3524175091	F	[40,44]			5486.7	
3612235903	M	[40,44]			9520.8	1,6,4,2
3717709331	F	[30,34]			6564.4	
1093650293	F	[25,29]		9	4854.9	1,4,8,5
1615997732	F	[30,34]		2	5239.1	1,6,4,8,2
1710121952	F	[25,29]		2	8750.6	1,4,5,2
1754776170	M	[18,24]		10	3853.9	9,2
1874134765	F	[25,29]		10	6037.4	1,2
1920976180	F	[30,34]		10	5213.4	1,6,4,5,2
1939029566	F	[18,24]	3	9	5629	1,6
2029700878	M	[40,44]		5	7021.4	
2118235010	F	[25,29]		9	3747.7	1,4
2193490080	F	[25,29]		9	6001.9	1,6,4
2194394785	F	[18,24]		10	4219.9	7
2194685148	F	[40,44]		4	9047.1	1,5,2
1981479376	F	[40,44]			10794.1	1,6,4,8,5
2124321786	F	[18,24]		10	4438	1,6,4,8,2
2201638331	F	[25,29]		10	5450.6	7
2225305639	F	[25,29]		10	5436.3	1,6,4,5,2
2239778561	F	[18,24]	3		6174	7,2
2416127394	F	[18,24]			3655.7	7
2457049223	M	[18,24]	3		5918.4	1,6,8
2461661039	M	[35,39]			7572.2	9,2
2483285523	F	[35,39]		10	5620.6	1,6,4,5,2
2517488909	F	[40,44]		9	6618.7	1,6,8,5
2517965373	F	[25,29]		9	6045	1,6,4,2
1965591320	F	[25,29]		3	5095	1,2
2158461076	F	[25,29]		9	5243.2	1,6,4,2
2245268424	M	[18,24]	2	7	5248.3	1,4,2
2273773080	F	[40,44]		9	7217.8	
2412541001	F	[40,44]		10	7338.1	1,2
2421674137	F	[18,24]		1	4036.7	9,4
2444360104	F	[30,34]			5640.6	1,6,4,5,2
2450464568	M	[18,24]			4124	2
2494792809	F	[30,34]			6628	1,4
2521892245	F	[18,24]	2	1	4172.2	7
2579852080	F	[45,49]		10	5894.8	1,6,2
2591742995	M	[18,24]		9	2285.9	7,2
2699896099	F	[18,24]	3	8	5792.7	7,6
2756931580	F	[45,49]			6830.3	1
2797314014	F	[45,49]		10	7467.6	9,2
2810763071	F	[50,54]		9	8140.1	1
2849516996	M	[45,49]		8	6426.3	9
2869392739	M	[18,24]			3358.1	3
2876787804	F	[40,44]			8548.5	9
2904483881	F	[40,44]		10	8078	1,4,5,2
3913240285	M	[18,24]			4154.5	9
2200543246571	F	[30,34]			6198.9	3,2
2200587189651	F	[1,17]		7	2805.8	3
1136315920	F	[45,49]		10	8720.4	1
1590322568	F	[25,29]	4	1	6715.1	
1604445351	F	[45,49]			7478.2	1,6,5,10
1643905432	M	[35,39]		9	7326.6	1,4,5,2
1645356209	M	[30,34]		9	6246.8	1,4,8,5,2
1712103190	F	[25,29]	3	8	5885	7,2
1746501363	F	[25,29]		10	4978.2	1,4,8,5,2
1765024922	M	[40,44]		9	6706	
1790415618	F	[25,29]	3	9	6910.4	1,4,5
1854945613	F	[18,24]	3	10	9483.2	3
1889035089	M	[30,34]		2	6920	1,4,2
1941595684	F	[25,29]	3	1	6666.6	9
1962210615	M	[18,24]			4707.3	3,2
1964071333	F	[40,44]		7	7570.9	
1980772105	M	[35,39]		9	7468	3,2
2061864032	M	[18,24]		5	5190	1,4,2
2111629214	F	[30,34]		10	5888.9	1,6,4,5,2
1091442820	F	[25,29]	3	10	7474.1	1,4
1631712806	M	[25,29]		9	7725.2	1,6,4,5,2
1694447582	F	[18,24]	3	8	6243.6	7,2
1722301127	F	[18,24]	2	9	4017.6	9,6,8
1822923421	F	[25,29]	3		6069.8	9,5
1831697625	F	[30,34]		3	6395.6	1,6,4,5,2
1868656655	M	[18,24]	2		6378.7	9
1885241174	F	[25,29]	2	9	5139.9	1,6,4,5
1930043183	F	[18,24]		10	4415.8	7
1975294404	F	[18,24]	3	9	5952.3	3
2052124389	F	[25,29]			7134.7	1,6,4,2
2099030382	F	[40,44]		2	7844.9	7
2178091927	F	[25,29]		9	5336.8	1,6,4,8,5,2
1096481854	M	[25,29]	2		5367.2	7,2
1114163802	M	[25,29]			4948.9	3,2
1124254290	M	[30,34]		9	6447.1	1,5,2
1604517568	F	[18,24]	3	1	4231.5	3,2
1671773869	M	[25,29]		10	4947.9	7,5,2
1742995759	F	[40,44]			8217.6	1,6,4,2
1838514603	F	[25,29]			5594.1	1,4,2
1860784103	F	[50,54]		2	6106.8	1
1914365306	F	[18,24]		2	5510.5	1,6,4
2165210756	M	[18,24]		9	4224.2	7,8,2
2197145543	F	[18,24]		9	3333.7	1,6
2217309174	F	[18,24]	3		7213	7,4
